X_a_1,X_a_2
0.14413,0.78082
0.37938,0.70967
0.09326,0.31822
0.33574,0.83166
0.77397,0.05207
0.08551,0.84430
0.29294,0.48730
0.90762,0.51461
0.53791,0.91513
0.15836,0.74346
0.51361,0.96848
0.66722,0.12086
0.71103,0.77179
0.36095,0.99359
0.49280,0.43567
0.07465,0.33996
0.12352,0.00034
0.47870,0.09399
0.52334,0.19938
0.73880,0.50336
0.29951,0.84149
0.40242,0.65734
0.35053,0.40500
0.35928,0.51092
0.78879,0.67235
0.69798,0.66046
0.85673,0.92725
0.69391,0.54539
0.73664,0.62021
0.06237,0.68236
0.14612,0.81054
0.35312,0.10055
0.04944,0.08498
0.88441,0.92030
0.93601,0.99481
0.67063,0.52445
0.17965,0.78865
0.44775,0.00184
0.57340,0.69848
0.81007,0.20500
0.89796,0.14147
0.55601,0.51512
0.79798,0.14386
0.81357,0.21384
0.08993,0.28207
0.30426,0.52339
0.79778,0.49102
0.18825,0.34641
0.53684,0.98895
0.97961,0.88901
0.86334,0.99633
0.37615,0.64117
0.50012,0.79274
0.39094,0.94028
0.86528,0.27197
0.72203,0.38067
0.30580,0.01935
0.98793,0.11835
0.48042,0.05297
0.57285,0.80789
0.33988,0.71754
0.55404,0.36916
0.89083,0.95488
0.14342,0.34682
0.27601,0.24800
0.89828,0.56887
0.67900,0.39380
0.04871,0.97403
0.63693,0.89788
0.56485,0.65938
0.16544,0.20356
0.21454,0.81287
0.49825,0.68616
0.83400,0.89526
0.43517,0.36858
0.65801,0.77700
0.44670,0.20324
0.10554,0.20094
0.93318,0.48607
0.95483,0.56505
0.84718,0.13191
0.51299,0.74813
0.19327,0.17156
0.97675,0.02344
0.39468,0.38798
0.29314,0.44950
0.82191,0.41264
0.09167,0.86878
0.60392,0.55345
0.59708,0.02861
0.30475,0.98305
0.33439,0.43294
0.87951,0.96083
0.28719,0.95848
0.71851,0.65364
0.30713,0.69846
0.28221,0.62138
0.17026,0.81782
0.86553,0.49991
0.12210,0.25201
0.77407,0.78001
0.58292,0.64164
0.71971,0.62130
0.40321,0.61218
0.58792,0.49888
0.71755,0.10312
0.34835,0.83434
0.25402,0.25573
0.91000,0.40060
0.41494,0.01867
0.09025,0.93277
0.33007,0.60549
0.15910,0.84090
0.45766,0.18801
0.08537,0.99181
0.17460,0.51915
0.74699,0.56795
0.78648,0.54367
0.90395,0.16969
0.84359,0.11882
0.79118,0.88422
0.84240,0.98485
0.94310,0.05902
0.26378,0.56831
0.03287,0.85357
0.91372,0.88952
0.74897,0.84252
0.02441,0.01007
0.19773,0.06437
0.89235,0.13707
0.05278,0.14769
0.85110,0.04833
0.71293,0.79309
0.10525,0.08119
0.44618,0.35194
0.90557,0.85738
0.66837,0.70982
0.60905,0.78899
0.87614,0.31841
0.91754,0.29207
0.94155,0.51709
0.67141,0.76482
0.59486,0.68398
0.56727,0.06151
0.35362,0.42213
0.07786,0.44392
0.53490,0.01266
0.58510,0.90852
0.85456,0.33373
0.90268,0.46397
0.50319,0.51699
0.50330,0.59419
0.64598,0.88716
0.39687,0.69617
0.74582,0.86725
0.71931,0.03361
0.99064,0.57709
0.90315,0.71189
0.95719,0.15379
0.93074,0.38525
0.14714,0.25820
0.02540,0.44666
0.17742,0.02636
0.84694,0.04352
0.10657,0.31154
0.63387,0.83183
0.47152,0.80820
0.45129,0.31297
0.86298,0.62650
0.94672,0.92496
0.14136,0.70752
0.88066,0.60489
0.68882,0.91861
0.98415,0.47072
0.13612,0.94190
0.29458,0.58556
0.59965,0.00770
0.36572,0.96547
0.61929,0.83077
0.45161,0.84460
0.13799,0.55070
0.70968,0.27768
0.38972,0.85317
0.69740,0.48524
0.56393,0.74262
0.50203,0.41221
0.91344,0.42329
0.71210,0.80895
0.06495,0.52854
0.41397,0.70962
0.98446,0.35590
0.86313,0.38347
0.62643,0.99204
0.65645,0.65377
0.28392,0.82618
0.16814,0.69661
0.71325,0.05836
0.36684,0.49567
0.19825,0.38346
0.30837,0.10408
0.01512,0.29170
0.54725,0.97648
0.12236,0.02593
0.03177,0.13461
0.46839,0.96137
0.61712,0.48183
0.97775,0.64055
0.06791,0.97386
0.77095,0.60936
0.50212,0.65960
0.92603,0.46808
0.26759,0.12556
0.88830,0.04125
0.00273,0.59590
0.03497,0.54390
0.19163,0.40019
0.19781,0.38481
0.45141,0.52573
0.23466,0.39262
0.88212,0.88308
0.41954,0.56860
0.89274,0.37917
0.60177,0.45767
0.35482,0.97918
0.14200,0.94108
0.07123,0.40086
0.83855,0.06601
0.50351,0.68764
0.78260,0.52913
0.75921,0.13012
0.09758,0.62706
0.17357,0.36544
0.57941,0.65045
0.87620,0.07887
0.66829,0.55070
0.32816,0.88185
0.65766,0.67874
0.58531,0.00106
0.34531,0.64063
0.61565,0.17576
0.70293,0.73881
0.96546,0.90773
0.69329,0.83390
0.27011,0.25362
0.53369,0.01027
0.70721,0.54808
0.44371,0.28240
0.23479,0.81897
0.57319,0.79878
0.47327,0.62334
0.82272,0.28253
0.25792,0.92135
0.57494,0.11817
0.59943,0.86442
0.25399,0.41995
0.87129,0.18360
0.37944,0.54786
0.78159,0.08692
0.54954,0.51671
0.52001,0.79074
0.23074,0.10752
0.00704,0.76073
0.52727,0.16561
0.94365,0.31328
0.94358,0.33858
0.25436,0.94271
0.02416,0.71118
0.00317,0.58816
0.42418,0.89303
0.11174,0.21443
0.33807,0.34924
0.11194,0.36409
0.41448,0.06418
0.76870,0.40298
0.86824,0.65639
0.36104,0.31926
0.83761,0.34108
0.83342,0.41664
0.32475,0.67358
0.60713,0.86450
0.22370,0.47833
0.07297,0.25325
0.53691,0.87084
0.53072,0.23491
0.89516,0.80359
0.14664,0.81221
0.84205,0.93811
0.65495,0.07763
0.37215,0.91172
0.93636,0.09847
0.73717,0.47019
0.20342,0.35812
0.76467,0.80736
0.28076,0.06615
0.72594,0.42318
0.42847,0.85903
0.50432,0.42639
0.07881,0.25388
0.66256,0.21700
0.56887,0.41883
0.13030,0.97787
0.80698,0.12304
0.79076,0.22338
0.91309,0.91050
0.35593,0.56611
0.84393,0.51629
0.95334,0.25445
0.18104,0.06085
0.90733,0.43411
0.32792,0.52446
0.80813,0.96001
0.38129,0.70941
0.93535,0.68474
0.50542,0.47626
0.90728,0.07001
0.25790,0.26477
0.79325,0.58349
0.24634,0.16394
0.17078,0.63762
0.39425,0.28069
0.13299,0.81619
0.51586,0.00076
0.76787,0.15163
0.45319,0.69178
0.42440,0.73810
0.04398,0.34536
0.15534,0.70344
0.49526,0.59710
0.00653,0.27683
0.82063,0.16539
0.81872,0.96817
0.97570,0.07005
0.56665,0.94458
0.19054,0.12270
0.24616,0.88333
0.32508,0.20485
0.56866,0.99336
0.05946,0.53115
0.41225,0.16779
0.89056,0.71764
0.07139,0.16632
0.11676,0.67291
0.49088,0.96891
0.46458,0.31322
0.34569,0.95904
0.27153,0.67084
0.94284,0.90230
0.08038,0.69117
0.75884,0.52087
0.13884,0.65390
0.40453,0.66904
0.41625,0.35577
0.27197,0.60056
0.32591,0.40681
0.26380,0.20122
0.50253,0.79366
0.60310,0.35622
0.05111,0.43263
0.20358,0.26260
0.79791,0.19130
0.05263,0.84864
0.90326,0.27186
0.09674,0.06857
0.96077,0.84731
0.77557,0.28714
0.50906,0.33707
0.45352,0.21712
0.96972,0.18061
0.91608,0.94943
0.58690,0.71526
0.46335,0.50995
0.23666,0.95687
0.27490,0.73683
0.12821,0.70400
0.49503,0.64835
0.79353,0.17938
0.51389,0.14866
0.29891,0.13753
0.55670,0.01559
0.42268,0.48308
0.76233,0.91030
0.57436,0.67921
0.68200,0.24479
0.39313,0.39838
0.50603,0.28227
0.37574,0.74519
0.06754,0.53480
0.19396,0.43354
0.56552,0.89676
0.93949,0.33867
0.56131,0.46202
0.10757,0.09566
0.63721,0.53009
0.11228,0.72829
0.70589,0.96415
0.28006,0.74371
0.83162,0.40273
0.35434,0.12052
0.98794,0.56613
0.53524,0.40615
0.99493,0.63491
0.76832,0.40503
0.63485,0.90151
0.86772,0.59736
0.93222,0.61191
0.79426,0.50960
0.63293,0.72187
0.20504,0.26419
0.26956,0.15019
0.34976,0.08344
0.87137,0.21540
0.91905,0.45237
0.65850,0.59701
0.30923,0.12995
0.80510,0.80737
0.95776,0.07893
0.72552,0.87283
0.82766,0.31460
0.68099,0.96924
0.71360,0.25474
0.90631,0.62645
0.01911,0.70204
0.63675,0.05229
0.72344,0.73289
0.69895,0.03459
0.10786,0.44253
0.08744,0.55242
0.93420,0.82196
0.92620,0.21795
0.88402,0.09768
0.32234,0.24924
0.05851,0.17321
0.84338,0.31260
0.74894,0.26311
0.77631,0.77257
0.88853,0.51448
0.44138,0.28577
0.27903,0.98820
0.67186,0.29077
0.07161,0.82957
0.08153,0.67964
0.41037,0.17317
0.63159,0.40215
0.47353,0.25392
0.94722,0.01691
0.18014,0.74388
0.00946,0.60357
0.93779,0.01324
0.73651,0.28725
0.34356,0.19305
0.56684,0.44042
0.06921,0.32290
0.36603,0.41492
0.46171,0.18444
0.68374,0.77761
0.86739,0.32550
0.06565,0.08860
0.71773,0.38300
0.29678,0.51959
0.68180,0.79499
0.85034,0.23967
0.49099,0.56897
0.58821,0.55691
0.47644,0.83142
0.87335,0.34289
0.53526,0.37186
0.08898,0.11182
0.25668,0.48781
0.53349,0.37721
0.28465,0.39378
0.10126,0.89533
0.17415,0.76683
0.86919,0.18073
0.09106,0.58574
0.05482,0.59673
0.93711,0.06624
0.73130,0.98120
0.76793,0.39157
0.77865,0.11913
0.89114,0.53056
0.71632,0.05338
0.22909,0.02798
0.10108,0.52980
0.28389,0.45421
0.12081,0.49095
0.40662,0.68966
0.09566,0.97421
0.11678,0.39263
0.51314,0.48308
0.24259,0.12911
0.01485,0.62249
0.16215,0.96445
0.90176,0.49911
0.74423,0.97614
0.65474,0.22040
0.13139,0.12481
0.29131,0.04638
0.19436,0.21580
0.43045,0.14524
0.91021,0.61225
0.47041,0.07603
0.85666,0.64046
0.05275,0.97394
0.19924,0.26112
0.89884,0.65158
0.82015,0.02022
0.60843,0.12673
0.08101,0.87008
0.97289,0.25035
0.62391,0.77964
0.04718,0.18495
0.66138,0.05914
0.44539,0.74286
0.76095,0.82869
0.21296,0.86525
0.90859,0.15886
0.54266,0.30716
0.70081,0.13530
0.22587,0.99979
0.67720,0.62606
0.89780,0.39686
0.52774,0.77185
0.75414,0.59577
0.79000,0.92930
0.39553,0.13899
0.44983,0.35481
0.95759,0.88838
0.01659,0.88062
0.14853,0.67843
0.41620,0.02044
0.88227,0.57412
0.89048,0.24730
0.06833,0.27875
0.08754,0.20156
0.92476,0.81805
0.14915,0.58343
0.23462,0.49495
0.24383,0.48044
0.05116,0.70916
0.85645,0.21195
0.84434,0.88165
0.62416,0.44993
0.49082,0.31484
0.51645,0.90301
0.29227,0.15972
0.63243,0.61929
0.03849,0.42176
0.12440,0.74002
0.08774,0.17645
0.40468,0.88768
0.97049,0.71099
0.73498,0.67149
0.99314,0.62813
0.66341,0.40191
0.17674,0.18708
0.70478,0.89649
0.84068,0.28295
0.66504,0.73034
0.78228,0.78144
0.04305,0.50022
0.26931,0.40041
0.55315,0.51952
0.08431,0.46875
0.75220,0.62674
0.33043,0.14536
0.21488,0.18918
0.35453,0.43136
0.55142,0.19799
0.83389,0.88113
0.81120,0.91196
0.69793,0.54400
0.89565,0.22528
0.06151,0.71316
0.68077,0.36838
0.34393,0.63017
0.46095,0.17570
0.32040,0.24651
0.47976,0.11944
0.59821,0.76641
0.29624,0.87313
0.15438,0.25420
0.07785,0.26027
0.41766,0.48414
0.82640,0.48382
0.15130,0.64657
0.73984,0.62418
0.68159,0.35392
0.56638,0.34353
0.91903,0.31869
0.47262,0.56043
0.50877,0.77874
0.20018,0.36403
0.96474,0.63055
0.15124,0.43152
0.24721,0.70798
0.13847,0.28551
0.15490,0.47457
0.99018,0.69264
0.30836,0.66169
0.91890,0.40596
0.22640,0.37700
0.12573,0.16155
0.65206,0.85420
0.75262,0.13733
0.44257,0.63960
0.04280,0.87433
0.08798,0.30411
0.31665,0.63077
0.84511,0.65099
0.75989,0.96661
0.13085,0.87855
0.05410,0.79900
0.45213,0.57254
0.77604,0.92883
0.83365,0.94778
0.73525,0.54541
0.73919,0.22449
0.12982,0.16745
0.48769,0.33418
0.51617,0.04811
0.11597,0.75810
0.49894,0.93527
0.31240,0.45261
0.82966,0.95883
0.63621,0.96636
0.63737,0.98447
0.56719,0.01472
0.54189,0.04148
0.39340,0.88211
0.14523,0.40190
0.04813,0.08635
0.74247,0.89534
0.71343,0.15659
0.66301,0.27095
0.03249,0.63830
0.81992,0.65874
0.27200,0.88633
0.14792,0.72338
0.79372,0.08392
0.89905,0.51778
0.79083,0.30775
0.41821,0.56356
0.49397,0.89181
0.38033,0.65628
0.97587,0.01828
0.84869,0.77853
0.21921,0.63004
0.03708,0.74214
0.44236,0.38924
0.03915,0.83055
0.42693,0.74216
0.57505,0.88055
0.99282,0.03566
0.06765,0.24511
0.67378,0.62349
0.56894,0.68567
0.31447,0.57942
0.90020,0.76296
0.77749,0.06448
0.65655,0.46652
0.45776,0.59497
0.26500,0.11070
0.17182,0.92017
0.63656,0.11131
0.40495,0.73120
0.55072,0.17661
0.87265,0.34183
0.70819,0.21404
0.50228,0.22586
0.39303,0.74113
0.15684,0.25593
0.63600,0.77727
0.92291,0.63776
0.79422,0.92495
0.13332,0.58389
0.69618,0.16704
0.34621,0.84372
0.72776,0.62430
0.10589,0.05732
0.32028,0.37183
0.41152,0.60861
0.82696,0.00590
0.04497,0.37748
0.57470,0.77753
0.50006,0.08722
0.23721,0.86742
0.67123,0.08336
0.77639,0.92589
0.43726,0.38935
0.80331,0.14124
0.51368,0.65357
0.22514,0.78532
0.93806,0.89555
0.65948,0.40979
0.88828,0.97218
0.73933,0.28482
0.20866,0.03274
0.93941,0.67107
0.37443,0.21795
0.57296,0.49305
0.33343,0.94536
0.37372,0.91475
0.22117,0.28790
0.86366,0.53461
0.64010,0.64631
0.46371,0.69194
0.34932,0.02029
0.08886,0.97608
0.67952,0.08573
0.77609,0.44333
0.04831,0.49733
0.80944,0.13116
0.86473,0.77555
0.74728,0.97917
0.79360,0.70082
0.80857,0.48802
0.92016,0.93494
0.87605,0.79690
0.04865,0.63410
0.72796,0.69259
0.21025,0.02760
0.89007,0.55993
0.98342,0.61103
0.56845,0.89278
0.18498,0.33062
0.37557,0.28682
0.90417,0.51314
0.82839,0.07560
0.33715,0.26723
0.09589,0.95896
0.35803,0.95765
0.84665,0.98210
0.74045,0.12137
0.50029,0.85701
0.76942,0.29445
0.68300,0.11829
0.38419,0.85146
0.94342,0.72468
0.54141,0.40602
0.65527,0.13332
0.49369,0.15079
0.59280,0.87170
0.76145,0.68592
0.07607,0.69298
0.38864,0.30813
0.41700,0.24947
0.09152,0.72806
0.74710,0.57994
0.01719,0.86704
0.25005,0.86102
0.31494,0.26457
0.25569,0.59549
0.98270,0.43378
0.75469,0.12680
0.41055,0.90921
0.54140,0.37021
0.23776,0.83263
0.38682,0.86408
0.86997,0.41101
0.75411,0.72620
0.17089,0.95759
0.24868,0.69330
0.29417,0.06589
0.65512,0.74338
0.01796,0.29675
0.59395,0.98659
0.84975,0.57840
0.35091,0.02495
0.54729,0.11427
0.52209,0.62107
0.95639,0.42426
0.14012,0.04276
0.91475,0.84322
0.76379,0.90766
0.23340,0.19697
0.07239,0.70510
0.38975,0.37354
0.58606,0.90764
0.78965,0.91043
0.20209,0.65267
0.14387,0.92619
0.03617,0.41813
0.89688,0.12865
0.71290,0.19558
0.24718,0.30488
0.85699,0.89588
0.66000,0.12779
0.79890,0.42005
0.34153,0.66568
0.97882,0.86108
0.04956,0.25651
0.23286,0.61739
0.15116,0.56459
0.66732,0.94642
0.33393,0.38671
0.01344,0.31437
0.06212,0.28758
0.96612,0.37043
0.78309,0.26369
0.83264,0.82588
0.45579,0.56814
0.94443,0.43198
0.52759,0.27889
0.72874,0.61191
0.15445,0.56746
0.15355,0.10713
0.03323,0.10034
0.50289,0.04180
0.44336,0.84750
0.34102,0.92986
0.91533,0.41052
0.88128,0.40723
0.23026,0.15060
0.82260,0.16858
0.81981,0.39280
0.80340,0.27188
0.20309,0.61414
0.50445,0.29257
0.09614,0.52388
0.50415,0.06709
0.71475,0.24514
0.29069,0.93059
0.49363,0.29654
0.50871,0.47711
0.67534,0.16211
0.09390,0.79601
0.42266,0.15751
0.27113,0.19873
0.51660,0.43605
0.52639,0.24935
0.76704,0.15039
0.12497,0.74662
0.27986,0.90253
0.70627,0.94667
0.46481,0.54267
0.00623,0.43898
0.65444,0.38211
0.20866,0.72862
0.80817,0.73756
0.96838,0.14325
0.13092,0.28843
0.76400,0.29076
0.80104,0.23517
0.98903,0.26217
0.41678,0.93336
0.75831,0.07816
0.56712,0.72444
0.02680,0.38385
0.07333,0.72567
0.43153,0.19947
0.58535,0.93684
0.78561,0.72602
0.08325,0.43369
0.91479,0.51815
0.76411,0.68063
0.56702,0.73905
0.05773,0.65008
0.40672,0.45343
0.06321,0.66473
0.42091,0.33402
0.93996,0.63091
0.96451,0.99530
0.59493,0.98889
0.62700,0.98456
0.24695,0.56789
0.08883,0.13161
0.25150,0.10246
0.09411,0.39461
0.39102,0.39685
0.47498,0.97487
0.81356,0.78089
0.25004,0.73905
0.96135,0.10935
0.05815,0.46652
0.16506,0.66407
0.87766,0.25277
0.08848,0.43774
0.88448,0.58966
0.98145,0.05054
0.18627,0.72612
0.82086,0.41015
0.44186,0.22183
0.26540,0.32997
0.66954,0.96566
0.45839,0.01765
0.53493,0.02824
0.94158,0.97415
0.08234,0.45114
0.92296,0.41611
0.32143,0.85816
0.19770,0.94063
0.84559,0.73923
0.45368,0.72037
0.72071,0.15807
0.08343,0.89244
0.27941,0.64620
0.67788,0.93878
0.49365,0.36670
0.68523,0.05919
0.79761,0.87891
0.66554,0.19148
0.10402,0.92067
0.72170,0.06689
0.23851,0.89703
0.25916,0.61386
0.66192,0.22309
0.88466,0.51358
0.77840,0.90192
0.73033,0.06370
0.32188,0.49681
0.32155,0.31145
0.27626,0.32351
0.98411,0.72316
0.07854,0.85304
0.12824,0.73237
0.36044,0.87061
0.30184,0.20885
0.32466,0.66690
0.92133,0.58706
0.94728,0.91804
0.00880,0.45541
0.36390,0.45658
0.76645,0.39459
0.23308,0.45002
0.94780,0.49711
0.19192,0.30117
0.43322,0.60087
0.56435,0.70613
0.58035,0.64964
0.96054,0.81253
0.86504,0.97153
0.45645,0.63982
0.99868,0.66314
0.11575,0.51257
0.65254,0.64990
0.17543,0.21712
0.48121,0.97116
0.14282,0.56870
0.08503,0.67298
0.86056,0.25084
0.82205,0.99139
0.79518,0.58312
0.98998,0.64683
0.96136,0.80315
0.38351,0.83688
0.07301,0.60395
0.86822,0.48809
0.03898,0.14398
0.66639,0.70571
0.56297,0.76584
0.35258,0.26840
0.93975,0.20387
0.68535,0.86530
0.56090,0.15264
0.25809,0.93200
0.47743,0.62318
0.27889,0.99158
0.66132,0.37785
0.96129,0.80212
0.07270,0.85863
0.19864,0.73747
0.07570,0.10224
0.86559,0.64515
0.13588,0.75068
0.77988,0.72493
0.02622,0.87013
0.01929,0.05230
0.05003,0.37641
0.27888,0.39094
0.00749,0.88411
0.01478,0.22426
0.81449,0.83090
0.05668,0.33541
0.36019,0.04458
0.41505,0.25178
0.63816,0.34036
0.53705,0.86850
0.58692,0.90009
0.89126,0.13443
0.89897,0.08704
0.15970,0.38998
0.00090,0.71115
0.22081,0.21559
0.83666,0.81631
0.28568,0.07775
0.77473,0.95523
0.01047,0.86260
0.87530,0.29109
0.24716,0.46228
0.20293,0.11659
0.89080,0.95816
0.56521,0.48563
0.99858,0.15772
0.29907,0.72147
0.11526,0.69221
0.82745,0.29318
0.83300,0.72395
0.32159,0.93196
0.24392,0.09550
0.46055,0.08347
0.86998,0.23015
0.03166,0.79854
0.61212,0.18881
0.34291,0.47539
0.66513,0.08935
0.42063,0.83277
0.07726,0.55417
0.79723,0.33993
0.31023,0.60081
0.59073,0.41167
0.60739,0.01893
0.29655,0.64433
0.38489,0.90471
0.45628,0.39805
0.89605,0.07312
0.96052,0.73272
0.40797,0.37205
0.24044,0.23738
0.96812,0.96194
0.27235,0.40591
0.95353,0.72603
0.65131,0.01568
0.58929,0.69245
0.87892,0.36487
0.13919,0.15716
0.38088,0.37175
0.85428,0.42726
0.02940,0.09232
0.14787,0.23467
0.96032,0.42353
0.16095,0.04735
0.73451,0.39830
0.27607,0.27684
0.67872,0.74563
0.25530,0.16038
0.04315,0.96685
0.32339,0.32136
0.84360,0.69188
0.02426,0.27692
0.36414,0.50285
0.11127,0.97465
0.94865,0.48449
0.53074,0.90247
0.25235,0.09217
0.48072,0.09310
0.06699,0.79200
0.14291,0.33423
0.04509,0.78434
0.30135,0.35589
0.96388,0.54540
0.20112,0.94918
0.53940,0.02918
0.57589,0.10456
0.22724,0.89009
0.32736,0.29279
0.63860,0.61600
0.32984,0.26718
0.02043,0.08904
0.35041,0.64807
0.36860,0.38897
0.69874,0.00003
0.57947,0.28085
0.70563,0.52716
0.94941,0.36415
0.63599,0.55279
0.64231,0.35566
0.12431,0.56351
0.32803,0.94441
0.83908,0.07890
0.03058,0.49689
0.66414,0.12933
0.91581,0.30611
0.57958,0.70576
0.28264,0.51113
0.21278,0.05629
0.27838,0.16980
0.17282,0.54029
0.02967,0.28503
0.39310,0.77623
0.16615,0.50328
0.31526,0.39746
0.68067,0.29218
0.30411,0.81576
0.64639,0.15569
0.54455,0.72542
0.00693,0.56899
0.40671,0.55058
0.42462,0.24264
0.20485,0.62080
0.86341,0.73580
0.17308,0.83775
0.95002,0.14194
0.22189,0.90397
0.64989,0.84085
0.13577,0.28460
0.72413,0.01465
0.63716,0.55112
0.89458,0.73968
0.78812,0.33251
0.67390,0.13779
0.26163,0.99307
0.04450,0.97177
0.77343,0.83453
0.03251,0.91084
0.56238,0.08407
0.17891,0.90019
0.12522,0.26301
0.60155,0.92590
0.29514,0.88969
0.24417,0.19074
0.44210,0.23890
0.66401,0.87317
0.77102,0.72329
0.60040,0.06549
0.67052,0.36771
0.11886,0.33589
0.05487,0.16283
0.23218,0.90357
0.93477,0.05373
0.40069,0.67676
0.28463,0.11550
0.84931,0.47734
0.14411,0.63012
0.77150,0.81628
0.06698,0.21032
0.40917,0.52904
0.77499,0.14944
0.37057,0.43572
0.49038,0.76631
0.53647,0.46260
0.96653,0.33675
0.99082,0.01664
0.21461,0.82946
0.14627,0.04426
0.45030,0.22470
0.04802,0.34135
0.53617,0.00059
0.64791,0.61530
0.71021,0.42657
0.19879,0.48725
0.83066,0.64747
0.28144,0.38406
0.37359,0.56389
0.28755,0.85886
0.78427,0.40383
0.67075,0.20939
0.67007,0.35652
0.32249,0.07329
0.21293,0.76977
0.79319,0.34892
0.65120,0.65006
0.23714,0.63200
0.38289,0.56262
0.76298,0.58959
0.83761,0.09449
0.68841,0.69601
0.07159,0.59634
0.89877,0.92275
0.65191,0.45557
0.19542,0.16328
0.89102,0.20965
0.34711,0.06922
0.61185,0.91543
0.51887,0.62370
0.20027,0.84965
0.23306,0.25199
0.51857,0.09167
0.87603,0.85484
0.91038,0.93686
0.32709,0.32703
0.50186,0.68966
0.53792,0.29158
0.35360,0.52818
0.94983,0.02593
0.57498,0.21958
0.67298,0.84315
0.51151,0.26432
0.13945,0.53352
0.38572,0.35489
0.11608,0.23593
0.45891,0.63482
0.22659,0.71502
0.22042,0.56205
0.71884,0.13827
0.41505,0.63043
0.38362,0.70722
0.18457,0.19029
0.86297,0.46318
0.75196,0.09542
0.19741,0.18471
0.98191,0.07832
0.75828,0.68399
0.45754,0.94101
0.25685,0.13910
0.36723,0.02904
0.84565,0.56290
0.02777,0.76149
0.76739,0.22504
0.42064,0.93064
0.88219,0.23164
0.87167,0.08706
0.14910,0.61364
0.14212,0.28686
0.90423,0.88254
0.15200,0.85447
0.17167,0.15991
0.06078,0.31763
0.04792,0.78427
