X_a_1,X_a_2
0.63779,0.40205
0.80556,0.04700
0.39774,0.50921
0.73596,0.72609
0.69090,0.36468
0.68372,0.75158
0.31998,0.39466
0.66371,0.55670
0.39804,0.05791
0.75129,0.99861
0.76258,0.11538
0.02636,0.35255
0.44296,0.17063
0.14721,0.40110
0.33099,0.20524
0.79604,0.61398
0.77469,0.84336
0.57858,0.55386
0.62442,0.12615
0.87865,0.36639
0.15481,0.73418
0.05362,0.69512
0.46821,0.15818
0.59871,0.55533
0.99416,0.14836
0.54492,0.70575
0.62545,0.34742
0.95085,0.72522
0.77056,0.61214
0.44856,0.09477
0.39451,0.67426
0.28125,0.85806
0.55293,0.58249
0.25980,0.53226
0.60072,0.84326
0.44331,0.67422
0.72886,0.86822
0.80564,0.93444
0.82931,0.59829
0.45555,0.24716
0.38787,0.83574
0.77833,0.73258
0.92053,0.45043
0.49837,0.80844
0.36892,0.30029
0.15408,0.03718
0.11363,0.91616
0.00014,0.64081
0.38169,0.59533
0.80400,0.74743
0.93190,0.40025
0.37127,0.92519
0.77779,0.30095
0.19170,0.99749
0.69423,0.59013
0.48850,0.90286
0.49849,0.21719
0.43399,0.45948
0.70381,0.47370
0.24292,0.22483
0.75656,0.62031
0.03661,0.07374
0.97623,0.37585
0.98286,0.92105
0.35246,0.52014
0.31671,0.97584
0.87399,0.90363
0.34609,0.94458
0.42974,0.23936
0.23997,0.13471
0.26072,0.37436
0.08149,0.03741
0.83705,0.21327
0.03856,0.49336
0.41357,0.19075
0.90433,0.90365
0.40953,0.65486
0.88666,0.40703
0.14658,0.42274
0.43079,0.78083
0.95366,0.37092
0.08068,0.02957
0.18034,0.68968
0.63667,0.46544
0.23082,0.78265
0.31159,0.93121
0.77205,0.02082
0.03619,0.29984
0.39808,0.76463
0.36799,0.51639
0.98973,0.58569
0.17358,0.85175
0.16256,0.86447
0.55629,0.21719
0.41612,0.00571
0.18738,0.00773
0.84606,0.15480
0.53649,0.55972
0.95764,0.10791
0.58085,0.06784
0.37622,0.05120
0.85590,0.09356
0.40400,0.80778
0.35931,0.27427
0.06969,0.97194
0.28233,0.36843
0.30825,0.59727
0.44234,0.74671
0.23880,0.68335
0.69097,0.72371
0.67388,0.54569
0.92872,0.36488
0.30880,0.65101
0.04061,0.30044
0.00289,0.06179
0.37333,0.62425
0.97758,0.73269
0.68931,0.72455
0.69768,0.28782
0.31882,0.17333
0.45048,0.65621
0.86397,0.63530
0.43699,0.01966
0.56154,0.60061
0.24124,0.45321
0.17277,0.23892
0.93750,0.94069
0.35962,0.44497
0.27787,0.14753
0.96846,0.42013
0.61914,0.92523
0.63060,0.22110
0.66673,0.39826
0.19532,0.52072
0.12649,0.89650
0.68118,0.56626
0.72235,0.44295
0.76663,0.13428
0.10196,0.19742
0.58972,0.86801
0.30598,0.70416
0.18935,0.42379
0.24366,0.24736
0.53765,0.02356
0.51690,0.51269
0.74285,0.22491
0.38445,0.21604
0.49853,0.93304
0.38164,0.98054
0.37312,0.53409
0.29868,0.60935
0.14240,0.29436
0.88122,0.25629
0.94027,0.68532
0.51504,0.76690
0.42998,0.58821
0.29803,0.21409
0.81955,0.97686
0.70431,0.24470
0.02274,0.56650
0.66194,0.67244
0.44897,0.18332
0.72389,0.06362
0.28906,0.86625
0.52706,0.11506
0.09990,0.88652
0.02299,0.16953
0.44335,0.98380
0.03441,0.81225
0.16884,0.05058
0.95776,0.00449
0.23509,0.83014
0.46530,0.39038
0.11840,0.12392
0.49574,0.73547
0.47391,0.50043
0.21496,0.90461
0.28618,0.72133
0.32401,0.44745
0.76635,0.84173
0.08827,0.62583
0.14823,0.40224
0.45883,0.88847
0.17187,0.28008
0.26437,0.47148
0.36362,0.57989
0.14578,0.97641
0.54552,0.96454
0.03285,0.04639
0.95072,0.64183
0.76846,0.33638
0.97954,0.60159
0.38980,0.05012
0.58960,0.62450
0.53367,0.48730
0.00296,0.90914
0.92046,0.83156
0.02340,0.45832
0.89086,0.63375
0.44654,0.40636
0.45229,0.07682
0.90366,0.14800
0.60335,0.10860
0.27138,0.80134
0.22151,0.99497
0.14516,0.91590
0.11393,0.44427
0.34098,0.39770
0.20580,0.43774
0.07669,0.35844
0.49026,0.82764
0.90720,0.22366
0.62903,0.20975
0.64656,0.40064
0.14580,0.01307
0.34479,0.81582
0.84610,0.51223
0.26994,0.11508
0.80974,0.37812
0.96541,0.12199
0.44445,0.30318
0.75861,0.13765
0.60085,0.75614
0.51229,0.50081
0.72151,0.03460
0.98281,0.95422
0.28231,0.02383
0.59984,0.14264
0.92491,0.32854
0.69077,0.31812
0.03615,0.41326
0.42251,0.54787
0.20023,0.76959
0.07370,0.37157
0.06087,0.70789
0.32641,0.32877
0.42876,0.11882
0.60915,0.92688
0.23931,0.04578
0.60177,0.12383
0.58550,0.51119
0.83058,0.90448
0.82243,0.89846
0.14182,0.87138
0.23482,0.52572
0.12680,0.50953
0.73960,0.57963
0.70120,0.45227
0.27923,0.95762
0.50273,0.65117
0.95059,0.87161
0.26205,0.19483
0.26427,0.16310
0.96130,0.62382
0.34021,0.72117
0.62846,0.95813
0.13973,0.77592
0.95003,0.42765
0.87157,0.89235
0.44608,0.04028
0.59168,0.39029
0.13342,0.39865
0.09210,0.91899
0.30813,0.67066
0.06422,0.76084
0.67895,0.88477
0.61948,0.84859
0.15596,0.71589
0.10374,0.29371
0.22857,0.72650
0.37801,0.90435
0.11285,0.14743
0.86958,0.77387
0.33590,0.87234
0.64819,0.05158
0.24151,0.47322
0.07641,0.16455
0.53666,0.64313
0.53368,0.97278
0.30871,0.38768
0.52658,0.76732
0.43105,0.29979
0.66532,0.37856
0.55936,0.35848
0.06533,0.38853
0.33816,0.05979
0.15248,0.44491
0.85359,0.67210
0.90411,0.06125
0.07497,0.84288
0.80280,0.23385
0.96794,0.78332
0.91318,0.51837
0.84702,0.40866
0.17006,0.45535
0.01610,0.10791
0.64326,0.02522
0.34705,0.71453
0.03154,0.30681
0.31914,0.11391
0.17218,0.31168
0.60442,0.51041
0.21740,0.85292
0.69297,0.93398
0.93869,0.24173
0.59895,0.59895
0.38393,0.01872
0.73306,0.02256
0.52918,0.35323
0.85876,0.17473
0.04284,0.22648
0.88498,0.68175
0.05009,0.94433
0.09029,0.13328
0.68858,0.22249
0.07708,0.66456
0.15136,0.30220
0.69906,0.00362
0.14304,0.99472
0.80270,0.41049
0.89582,0.16542
0.62211,0.93192
0.06996,0.07087
0.32010,0.98862
0.45302,0.54938
0.91933,0.53249
0.81461,0.58888
0.00433,0.08683
0.75663,0.71426
0.57447,0.51665
0.13900,0.09341
0.83176,0.41138
0.48345,0.60870
0.78294,0.87223
0.61007,0.99175
0.75807,0.16325
0.48193,0.13043
0.29962,0.53281
0.73486,0.88458
0.09962,0.40790
0.38278,0.14117
0.58604,0.75684
0.20672,0.63798
0.33591,0.36495
0.13263,0.77081
0.93418,0.70668
0.77886,0.14707
0.42629,0.76070
0.08627,0.43349
0.34122,0.31966
0.28120,0.47074
0.99149,0.16925
0.94449,0.98797
0.04269,0.58537
0.48432,0.53633
0.67854,0.36459
0.27462,0.16717
0.34552,0.22898
0.07329,0.38718
0.54768,0.82612
0.02356,0.92507
0.57511,0.90715
0.80736,0.97369
0.50783,0.01458
0.43217,0.27219
0.56330,0.99673
0.39000,0.87798
0.19237,0.97011
0.94327,0.91809
0.56863,0.86825
0.13515,0.99885
0.08522,0.75595
0.14629,0.55590
0.65790,0.77256
0.31378,0.15082
0.83586,0.51947
0.87836,0.25085
0.49925,0.65920
0.03621,0.46895
0.07271,0.43084
0.60123,0.98159
0.71934,0.13521
0.14897,0.48300
0.06273,0.64654
0.89093,0.36203
0.62754,0.89189
0.90432,0.36118
0.66318,0.59535
0.22916,0.16602
0.58660,0.35461
0.37258,0.53655
0.81317,0.88023
0.97670,0.26105
0.90830,0.79443
0.85012,0.89053
0.10419,0.98007
0.35448,0.76475
0.84408,0.70000
0.65929,0.76397
0.91078,0.95001
0.39659,0.75913
0.29697,0.57296
0.81217,0.72104
0.15334,0.80454
0.27757,0.29524
0.49313,0.82974
0.96132,0.00026
0.54634,0.58084
0.21147,0.21855
0.18841,0.43071
0.89597,0.51225
0.99162,0.88609
0.90617,0.46623
0.00035,0.45436
0.16224,0.84612
0.26485,0.36597
0.16860,0.85739
0.31144,0.55125
0.91866,0.08348
0.52831,0.34113
0.60120,0.38932
0.53074,0.75411
0.79654,0.74380
0.25839,0.62243
0.89207,0.44060
0.65886,0.81302
0.69918,0.42983
0.53286,0.55533
0.21034,0.45034
0.12106,0.80108
0.44538,0.34526
0.87225,0.41974
0.31497,0.04389
0.79461,0.32639
0.22069,0.81576
0.03313,0.72678
0.10023,0.64894
0.16424,0.97308
0.26574,0.08028
0.68411,0.15857
0.47809,0.89072
0.46915,0.63080
0.00295,0.79282
0.84932,0.58464
0.70388,0.28829
0.25506,0.20948
0.30567,0.88146
0.74479,0.30565
0.52686,0.80973
0.49936,0.03156
0.06929,0.77409
0.24433,0.99462
0.70573,0.63439
0.78884,0.25587
0.39891,0.03854
0.27903,0.63485
0.52378,0.38542
0.81602,0.28644
0.10538,0.51291
0.53440,0.77374
0.75484,0.85699
0.32994,0.82221
0.47986,0.89210
0.44080,0.64459
0.74092,0.31421
0.64836,0.69409
0.51901,0.30704
0.95449,0.66989
0.39523,0.10239
0.95067,0.42107
0.91971,0.77296
0.03211,0.29706
0.65050,0.98991
0.39124,0.93026
0.02259,0.28226
0.55564,0.90034
0.13514,0.00996
0.06614,0.95555
0.87404,0.39260
0.58563,0.93481
0.99349,0.75642
0.59406,0.26763
0.98657,0.85294
0.96468,0.37058
0.02864,0.12070
0.09813,0.10425
0.67460,0.89700
0.95821,0.91975
0.45125,0.80960
0.01382,0.25222
0.04239,0.41073
0.33529,0.88216
0.41058,0.37751
0.04088,0.84049
0.80457,0.27590
0.67203,0.68546
0.57424,0.97887
0.78495,0.84193
0.53076,0.28543
0.22795,0.11316
0.92606,0.61654
0.85386,0.14592
0.07324,0.11196
0.89630,0.94399
0.31547,0.62201
0.58251,0.39534
0.33108,0.07107
0.79442,0.84704
0.38113,0.11778
0.16795,0.80931
0.41515,0.92162
0.29379,0.43969
0.37269,0.13009
0.39361,0.79291
0.53470,0.51018
0.80566,0.02846
0.26988,0.71267
0.32354,0.75838
0.87646,0.56841
0.41847,0.65053
0.94158,0.60981
0.00721,0.04653
0.85168,0.03082
0.17621,0.38158
0.54886,0.65126
0.82190,0.27547
0.25719,0.07454
0.81281,0.73737
0.67457,0.01278
0.60134,0.20694
0.35210,0.05867
0.48629,0.44440
0.89337,0.82059
0.11842,0.31203
0.11656,0.29166
0.89719,0.66989
0.26589,0.79363
0.40464,0.78812
0.69340,0.96191
0.19954,0.83164
0.39349,0.95563
0.93981,0.98212
0.91846,0.10860
0.17958,0.36056
0.55096,0.96663
0.86621,0.21247
0.32356,0.47275
0.92276,0.51304
0.70583,0.11013
0.81706,0.32093
0.10928,0.47677
0.22404,0.74067
0.02692,0.05240
0.86302,0.60277
0.51884,0.70700
0.45295,0.38222
0.17803,0.47698
0.18584,0.38094
0.05247,0.19968
0.48489,0.73802
0.29400,0.85276
0.40077,0.07463
0.26148,0.26766
0.68660,0.04841
0.11840,0.32770
0.70854,0.49207
0.31176,0.69753
0.51302,0.26632
0.40535,0.79405
0.69868,0.87426
0.50043,0.40185
0.15202,0.70319
0.48150,0.43732
0.22827,0.72234
0.88775,0.40070
0.98233,0.74508
0.70907,0.72196
0.31768,0.38524
0.31056,0.72097
0.06434,0.71896
0.87477,0.47643
0.54948,0.65563
0.48020,0.24138
0.59043,0.73957
0.89566,0.33715
0.53007,0.70837
0.09017,0.31206
0.82926,0.60088
0.27457,0.96827
0.57587,0.36720
0.28815,0.71393
0.65908,0.51801
0.30655,0.66330
0.44853,0.86331
0.71613,0.02748
0.27836,0.33136
0.26589,0.93028
0.63428,0.41159
0.13060,0.36171
0.85606,0.27475
0.49196,0.29489
0.99061,0.07099
0.52007,0.85454
0.04741,0.98002
0.34217,0.67102
0.14063,0.39778
0.02857,0.96640
0.78939,0.09690
0.46261,0.92586
0.54122,0.48229
0.21540,0.22932
0.98072,0.72381
0.80025,0.68602
0.12251,0.83725
0.44791,0.86777
0.82382,0.91638
0.47878,0.41136
0.94301,0.31539
0.65587,0.19630
0.30832,0.76440
0.51359,0.21967
0.58869,0.72383
0.04773,0.70597
0.20316,0.24809
0.74148,0.40808
0.19871,0.00119
0.82274,0.60340
0.71882,0.14474
0.99628,0.92893
0.86796,0.09842
0.66921,0.05915
0.77976,0.82334
0.45191,0.09880
0.22621,0.62901
0.31401,0.76589
0.56606,0.52650
0.10147,0.81728
0.27503,0.15933
0.63080,0.88148
0.03003,0.44856
0.03660,0.73165
0.46375,0.78068
0.96103,0.03513
0.24440,0.52209
0.26502,0.85100
0.07440,0.26151
0.45824,0.37614
0.11067,0.09265
0.13233,0.66343
0.77601,0.39999
0.45823,0.39829
0.85182,0.10511
0.63437,0.75827
0.58111,0.71605
0.95786,0.90731
0.34429,0.33696
0.57649,0.88656
0.74850,0.06219
0.43860,0.92697
0.61891,0.34213
0.01467,0.64764
0.95638,0.60319
0.49566,0.11286
0.09276,0.91761
0.26818,0.95804
0.78702,0.10947
0.55329,0.93298
0.13648,0.66527
0.65404,0.28139
0.91530,0.80605
0.92355,0.78050
0.30455,0.37982
0.85771,0.57403
0.17707,0.89284
0.37191,0.74333
0.76217,0.72793
0.20333,0.93026
0.78500,0.45710
0.05630,0.43479
0.51931,0.21791
0.21208,0.18077
0.76045,0.46512
0.39119,0.85612
0.18725,0.51565
0.00125,0.74423
0.97408,0.95108
0.39550,0.14854
0.25324,0.10170
0.79907,0.31815
0.84683,0.71010
0.84265,0.42628
0.96098,0.41615
0.58772,0.88281
0.11554,0.17579
0.56104,0.37772
0.11374,0.66634
0.21386,0.11533
0.55199,0.52976
0.28353,0.74408
0.36742,0.04176
0.70870,0.11215
0.40866,0.57874
0.95119,0.19252
0.79050,0.21411
0.16341,0.48166
0.49381,0.49935
0.08022,0.86534
0.09897,0.07907
0.31560,0.12055
0.19293,0.77543
0.56869,0.00320
0.35465,0.97808
0.65154,0.43886
0.89579,0.53843
0.64401,0.40219
0.67603,0.29766
0.50076,0.35194
0.48895,0.61713
0.06223,0.44635
0.79109,0.17813
0.42004,0.34719
0.22592,0.47483
0.65568,0.38248
0.05047,0.76202
0.67931,0.86413
0.71735,0.12465
0.09451,0.01391
0.24132,0.62726
0.08921,0.34844
0.52062,0.79565
0.24230,0.25152
0.47480,0.32814
0.46757,0.52908
0.24315,0.55538
0.55518,0.43846
0.63507,0.67357
0.74691,0.84323
0.14729,0.22776
0.02567,0.74779
0.99364,0.50606
0.16669,0.61289
0.13050,0.37151
0.35811,0.24743
0.23992,0.14552
0.14982,0.86629
0.23141,0.72310
0.85124,0.08378
0.67291,0.99391
0.70706,0.12538
0.42599,0.71704
0.72082,0.84275
0.98532,0.67658
0.59736,0.89244
0.24986,0.81598
0.25232,0.16620
0.13168,0.35326
0.39477,0.48388
0.58586,0.77385
0.35649,0.99467
0.01901,0.66920
0.34519,0.27427
0.78580,0.33467
0.61549,0.42974
0.14868,0.26253
0.01369,0.57439
0.02625,0.97269
0.11051,0.33065
0.09174,0.53107
0.72688,0.09692
0.68455,0.40728
0.09972,0.14518
0.84866,0.61891
0.19221,0.90398
0.34921,0.16130
0.41509,0.85104
0.15300,0.57769
0.45732,0.11421
0.42187,0.85380
0.63382,0.55281
0.41601,0.67031
0.14512,0.67082
0.15479,0.87124
0.03112,0.31749
0.10580,0.00942
0.54983,0.87012
0.61018,0.35786
0.91663,0.84342
0.20577,0.89973
0.73844,0.94119
0.84779,0.90896
0.69141,0.24395
0.61427,0.38381
0.23881,0.52723
0.34051,0.65368
0.95404,0.25383
0.87594,0.29622
0.85561,0.36342
0.84092,0.53154
0.88777,0.12453
0.94360,0.61306
0.25559,0.27828
0.36143,0.35031
0.83700,0.58873
0.56164,0.31848
0.76336,0.94746
0.97379,0.91911
0.49019,0.39931
0.23464,0.39575
0.62609,0.25495
0.80209,0.61739
0.66226,0.87758
0.15834,0.92533
0.92815,0.18670
0.12470,0.58208
0.28368,0.40131
0.22855,0.83705
0.33069,0.63826
0.31215,0.55007
0.35409,0.24463
0.06192,0.23507
0.55721,0.45835
0.00280,0.97567
0.21802,0.52106
0.23198,0.31124
0.54228,0.49802
0.99124,0.32823
0.76745,0.73164
0.52198,0.75759
0.90845,0.78897
0.10836,0.39269
0.54034,0.97104
0.30472,0.27348
0.35828,0.36149
0.33161,0.63125
0.32804,0.36433
0.61955,0.78908
0.42240,0.09476
0.78006,0.32749
0.31415,0.42317
0.32433,0.88648
0.87434,0.59018
0.41258,0.25239
0.02549,0.48783
0.43762,0.67816
0.02659,0.07323
0.83713,0.50624
0.71328,0.34256
0.08019,0.37422
0.44223,0.09415
0.24438,0.99725
0.45235,0.65254
0.87031,0.16871
0.35084,0.11434
0.87280,0.42526
0.18083,0.33674
0.52693,0.75958
0.46377,0.16380
0.35559,0.60371
0.52367,0.28922
0.79959,0.74408
0.20652,0.58132
0.80885,0.10441
0.17223,0.39702
0.82403,0.67928
0.47374,0.42515
0.57911,0.45730
0.11020,0.91261
0.93880,0.84599
0.13096,0.27796
0.73231,0.53694
0.91224,0.24311
0.42123,0.94656
0.87970,0.44687
0.84548,0.71734
0.20397,0.94837
0.10523,0.26674
0.91771,0.43146
0.78760,0.44741
0.87453,0.20888
0.91466,0.13732
0.42264,0.37108
0.57749,0.45716
0.71455,0.51555
0.54199,0.08371
0.91018,0.16139
0.98500,0.65994
0.75186,0.52075
0.06312,0.45809
0.31396,0.52269
0.29312,0.42774
0.18722,0.92318
0.52771,0.00010
0.22645,0.54534
0.20390,0.19655
0.56009,0.00109
0.37956,0.99019
0.37140,0.29323
0.86977,0.78569
0.76403,0.87135
0.64464,0.59447
0.31772,0.21347
0.14291,0.95209
0.67769,0.49393
0.42130,0.07476
0.99923,0.57976
0.62330,0.27214
0.12207,0.93105
0.29456,0.91754
0.88940,0.25248
0.56865,0.69983
0.76656,0.57822
0.35728,0.40469
0.32311,0.14636
0.75603,0.02212
0.22813,0.91260
0.12859,0.11988
0.04491,0.23285
0.75383,0.85297
0.47757,0.09525
0.81161,0.18432
0.91395,0.16638
0.01521,0.59484
0.33435,0.82954
0.08118,0.71279
0.64781,0.18271
0.48833,0.28438
0.86248,0.43927
0.51016,0.63601
0.51864,0.58165
0.72835,0.07024
0.91121,0.10223
0.89762,0.97624
0.98919,0.57780
0.80419,0.45308
0.84813,0.08804
0.53735,0.12060
0.96364,0.84093
0.79939,0.60934
0.63282,0.21207
0.05728,0.00009
0.49163,0.49021
0.60945,0.87538
0.34854,0.59137
0.56994,0.96088
0.52735,0.35479
0.00373,0.85384
0.58299,0.78031
0.60556,0.76208
0.33475,0.79475
0.72314,0.19458
0.14666,0.73155
0.01874,0.22341
0.39745,0.00875
0.50123,0.37408
0.67501,0.29655
0.13964,0.27949
0.70742,0.89424
0.33206,0.77084
0.71696,0.80848
0.39297,0.88679
0.38583,0.14213
0.91396,0.58408
0.19860,0.26161
0.84975,0.34621
0.48425,0.35552
0.01216,0.47184
0.32395,0.80380
0.33695,0.88271
0.82396,0.83233
0.96890,0.70277
0.64995,0.42581
0.52466,0.20327
0.52557,0.28122
0.63987,0.97116
0.05638,0.96778
0.56633,0.06397
0.90182,0.83965
0.76111,0.47915
0.99530,0.39837
0.86656,0.65221
0.88472,0.06954
0.20530,0.99042
0.77544,0.61313
0.59029,0.14780
0.86857,0.63853
0.42071,0.34118
0.04059,0.55647
0.24661,0.65250
0.27042,0.25881
0.42978,0.09881
0.17600,0.00122
0.63802,0.18249
0.07343,0.86103
0.22482,0.74328
0.88094,0.76322
0.68207,0.11810
0.53794,0.84493
0.74278,0.11405
0.18365,0.53809
0.41878,0.82760
0.42577,0.20951
0.39727,0.45152
0.17537,0.57423
0.77543,0.38277
0.04849,0.42294
0.54168,0.04725
0.49612,0.08930
0.22339,0.59336
0.03299,0.17717
0.38138,0.32619
0.89048,0.52587
0.25371,0.36223
0.82129,0.11302
0.53771,0.28898
0.59496,0.99535
0.73324,0.22662
0.85179,0.99468
0.40429,0.73497
0.89220,0.08812
0.17918,0.10451
0.53651,0.15293
0.75535,0.16344
0.95081,0.51309
0.52573,0.00704
0.84546,0.31441
0.37027,0.82332
0.94983,0.13745
0.18751,0.08538
0.02042,0.66907
0.47070,0.48320
0.77817,0.65794
0.93661,0.30984
0.21023,0.25988
0.13886,0.26755
0.38319,0.31083
0.56970,0.58803
0.37377,0.55138
0.12691,0.52630
0.28131,0.53406
0.37108,0.71386
0.83385,0.51610
0.53728,0.14098
0.54669,0.37158
0.00620,0.84839
0.51011,0.99730
0.56960,0.38489
0.98603,0.00468
0.45385,0.17937
0.15492,0.68362
0.94433,0.31870
0.91230,0.94636
0.56305,0.32121
0.46156,0.12037
0.83175,0.53085
0.27919,0.27157
0.26473,0.05871
0.34948,0.03391
0.57871,0.74167
0.15339,0.70515
0.53664,0.19458
0.28337,0.75880
0.86276,0.82971
0.06893,0.66705
0.72187,0.71105
0.26667,0.23489
0.07478,0.56055
0.62053,0.71016
0.07644,0.08554
0.08655,0.97757
0.19988,0.06379
0.81389,0.91595
0.91285,0.90671
0.79047,0.69512
0.37569,0.11279
0.34370,0.57211
0.81455,0.40742
0.52488,0.92880
0.96909,0.04284
0.52131,0.88084
0.85022,0.90724
0.06734,0.29696
0.71904,0.50589
0.41349,0.27618
0.32537,0.06058
0.08651,0.24531
0.33718,0.46774
0.69870,0.13618
0.55409,0.89946
0.51977,0.14991
0.39425,0.26095
0.21478,0.73036
0.88636,0.17327
0.42328,0.37028
0.30915,0.58732
0.47452,0.35048
0.57947,0.74407
0.55594,0.16963
0.95142,0.62456
0.27124,0.10213
0.86172,0.72544
0.03437,0.48447
0.80283,0.79429
0.63223,0.66066
0.72149,0.16089
0.33794,0.57898
0.39489,0.81723
0.10114,0.84201
0.94713,0.07585
0.80947,0.99452
0.16007,0.80197
0.47773,0.21307
0.92715,0.80393
0.36395,0.09462
0.76893,0.24202
0.16237,0.29510
0.50124,0.94026
0.40137,0.40226
0.59345,0.07488
0.16157,0.87657
0.73591,0.69151
0.60945,0.37701
0.52454,0.85503
0.52329,0.47172
